metric	aggregation	train_set	train_size	growth_factor	test_set	run	measure	value
wer	min	libri	10.0	0.0	dev-clean	final	num_words	1137.0
wer	25%	libri	10.0	0.0	dev-clean	final	num_words	1255.5
wer	50%	libri	10.0	0.0	dev-clean	final	num_words	1373.5
wer	75%	libri	10.0	0.0	dev-clean	final	num_words	1469.5
wer	max	libri	10.0	0.0	dev-clean	final	num_words	1625.0
wer	count	libri	10.0	1.0	ood	final	num_words	2958.0
wer	mean	libri	10.0	1.0	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	1.0	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	1.0	ood	final	num_words	3.0
wer	25%	libri	10.0	1.0	ood	final	num_words	7.0
wer	50%	libri	10.0	1.0	ood	final	num_words	11.0
wer	75%	libri	10.0	1.0	ood	final	num_words	14.0
wer	max	libri	10.0	1.0	ood	final	num_words	387.0
wer	count	libri	10.0	-1.0	test-clean	final	num_words	40.0
wer	mean	libri	10.0	-1.0	test-clean	final	num_words	1314.4
wer	std	libri	10.0	-1.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	10.0	-1.0	test-clean	final	num_words	960.0
wer	25%	libri	10.0	-1.0	test-clean	final	num_words	1239.25
wer	50%	libri	10.0	-1.0	test-clean	final	num_words	1299.5
wer	75%	libri	10.0	-1.0	test-clean	final	num_words	1413.25
wer	max	libri	10.0	-1.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	8.0	test-clean	final	num_words	40.0
wer	mean	libri	10.0	8.0	test-clean	final	num_words	1314.4
wer	std	libri	10.0	8.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	10.0	8.0	test-clean	final	num_words	960.0
wer	25%	libri	10.0	8.0	test-clean	final	num_words	1239.25
wer	50%	libri	10.0	8.0	test-clean	final	num_words	1299.5
wer	75%	libri	10.0	8.0	test-clean	final	num_words	1413.25
wer	max	libri	10.0	8.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	2.0	ood	final	num_words	2958.0
wer	mean	libri	10.0	2.0	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	2.0	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	2.0	ood	final	num_words	3.0
wer	25%	libri	10.0	2.0	ood	final	num_words	7.0
wer	50%	libri	10.0	2.0	ood	final	num_words	11.0
wer	75%	libri	10.0	2.0	ood	final	num_words	14.0
wer	max	libri	10.0	2.0	ood	final	num_words	387.0
wer	count	libri	1.0	1.0	dev-clean	final	num_words	40.0
wer	mean	libri	1.0	1.0	dev-clean	final	num_words	1360.05
wer	std	libri	1.0	1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	1.0	1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	1.0	1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	1.0	1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	1.0	1.0	dev-clean	final	num_words	1469.5
wer	max	libri	1.0	1.0	dev-clean	final	num_words	1625.0
wer	count	libri	0.1	-1.0	test-clean	final	num_words	40.0
wer	mean	libri	0.1	-1.0	test-clean	final	num_words	1314.4
wer	std	libri	0.1	-1.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	0.1	-1.0	test-clean	final	num_words	960.0
wer	25%	libri	0.1	-1.0	test-clean	final	num_words	1239.25
wer	50%	libri	0.1	-1.0	test-clean	final	num_words	1299.5
wer	75%	libri	0.1	-1.0	test-clean	final	num_words	1413.25
wer	max	libri	0.1	-1.0	test-clean	final	num_words	1670.0
wer	count	libri	100.0	1.0	ood	final	num_words	2958.0
wer	mean	libri	100.0	1.0	ood	final	num_words	13.08215010141988
wer	std	libri	100.0	1.0	ood	final	num_words	15.769937083974614
wer	min	libri	100.0	1.0	ood	final	num_words	3.0
wer	25%	libri	100.0	1.0	ood	final	num_words	7.0
wer	50%	libri	100.0	1.0	ood	final	num_words	11.0
wer	75%	libri	100.0	1.0	ood	final	num_words	14.0
wer	max	libri	100.0	1.0	ood	final	num_words	387.0
wer	count	libri	0.1	0.5	ood	final	num_words	2958.0
wer	mean	libri	0.1	0.5	ood	final	num_words	13.08215010141988
wer	std	libri	0.1	0.5	ood	final	num_words	15.769937083974614
wer	min	libri	0.1	0.5	ood	final	num_words	3.0
wer	25%	libri	0.1	0.5	ood	final	num_words	7.0
wer	50%	libri	0.1	0.5	ood	final	num_words	11.0
wer	75%	libri	0.1	0.5	ood	final	num_words	14.0
wer	max	libri	0.1	0.5	ood	final	num_words	387.0
wer	count	libri	1.0	2.0	test-clean	final	num_words	40.0
wer	mean	libri	1.0	2.0	test-clean	final	num_words	1314.4
wer	std	libri	1.0	2.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	1.0	2.0	test-clean	final	num_words	960.0
wer	25%	libri	1.0	2.0	test-clean	final	num_words	1239.25
wer	50%	libri	1.0	2.0	test-clean	final	num_words	1299.5
wer	75%	libri	1.0	2.0	test-clean	final	num_words	1413.25
wer	max	libri	1.0	2.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	2.0	dev-clean	final	num_words	40.0
wer	mean	libri	10.0	2.0	dev-clean	final	num_words	1360.05
wer	std	libri	10.0	2.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	10.0	2.0	dev-clean	final	num_words	1137.0
wer	25%	libri	10.0	2.0	dev-clean	final	num_words	1255.5
wer	50%	libri	10.0	2.0	dev-clean	final	num_words	1373.5
wer	75%	libri	10.0	2.0	dev-clean	final	num_words	1469.5
wer	max	libri	10.0	2.0	dev-clean	final	num_words	1625.0
wer	count	libri	1.0	1.0	test-clean	final	num_words	40.0
wer	mean	libri	1.0	1.0	test-clean	final	num_words	1314.4
wer	std	libri	1.0	1.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	1.0	1.0	test-clean	final	num_words	960.0
wer	25%	libri	1.0	1.0	test-clean	final	num_words	1239.25
wer	50%	libri	1.0	1.0	test-clean	final	num_words	1299.5
wer	75%	libri	1.0	1.0	test-clean	final	num_words	1413.25
wer	max	libri	1.0	1.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	0.0	test-clean	final	num_words	40.0
wer	mean	libri	10.0	0.0	test-clean	final	num_words	1314.4
wer	std	libri	10.0	0.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	10.0	0.0	test-clean	final	num_words	960.0
wer	25%	libri	10.0	0.0	test-clean	final	num_words	1239.25
wer	50%	libri	10.0	0.0	test-clean	final	num_words	1299.5
wer	75%	libri	10.0	0.0	test-clean	final	num_words	1413.25
wer	max	libri	10.0	0.0	test-clean	final	num_words	1670.0
wer	count	libri	0.1	0.0	dev-clean	final	num_words	40.0
wer	mean	libri	0.1	0.0	dev-clean	final	num_words	1360.05
wer	std	libri	0.1	0.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	0.1	0.0	dev-clean	final	num_words	1137.0
wer	25%	libri	0.1	0.0	dev-clean	final	num_words	1255.5
wer	50%	libri	0.1	0.0	dev-clean	final	num_words	1373.5
wer	75%	libri	0.1	0.0	dev-clean	final	num_words	1469.5
wer	max	libri	0.1	0.0	dev-clean	final	num_words	1625.0
wer	count	libri	10.0	1.0	dev-clean	final	num_words	40.0
wer	mean	libri	10.0	1.0	dev-clean	final	num_words	1360.05
wer	std	libri	10.0	1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	10.0	1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	10.0	1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	10.0	1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	10.0	1.0	dev-clean	final	num_words	1469.5
wer	max	libri	10.0	1.0	dev-clean	final	num_words	1625.0
wer	count	libri	0.1	1.0	ood	final	num_words	2958.0
wer	mean	libri	0.1	1.0	ood	final	num_words	13.08215010141988
wer	std	libri	0.1	1.0	ood	final	num_words	15.769937083974614
wer	min	libri	0.1	1.0	ood	final	num_words	3.0
wer	25%	libri	0.1	1.0	ood	final	num_words	7.0
wer	50%	libri	0.1	1.0	ood	final	num_words	11.0
wer	75%	libri	0.1	1.0	ood	final	num_words	14.0
wer	max	libri	0.1	1.0	ood	final	num_words	387.0
wer	count	libri	10.0	0.0	dev-clean	extended	num_words	40.0
wer	mean	libri	10.0	0.0	dev-clean	extended	num_words	1360.05
wer	std	libri	10.0	0.0	dev-clean	extended	num_words	141.1000645114247
wer	min	libri	10.0	0.0	dev-clean	extended	num_words	1137.0
wer	25%	libri	10.0	0.0	dev-clean	extended	num_words	1255.5
wer	50%	libri	10.0	0.0	dev-clean	extended	num_words	1373.5
wer	75%	libri	10.0	0.0	dev-clean	extended	num_words	1469.5
wer	max	libri	10.0	0.0	dev-clean	extended	num_words	1625.0
wer	count	libri	1.0	1.0	ood	final	num_words	2958.0
wer	mean	libri	1.0	1.0	ood	final	num_words	13.08215010141988
wer	std	libri	1.0	1.0	ood	final	num_words	15.769937083974614
wer	min	libri	1.0	1.0	ood	final	num_words	3.0
wer	25%	libri	1.0	1.0	ood	final	num_words	7.0
wer	50%	libri	1.0	1.0	ood	final	num_words	11.0
wer	75%	libri	1.0	1.0	ood	final	num_words	14.0
wer	max	libri	1.0	1.0	ood	final	num_words	387.0
wer	count	libri	100.0	8.0	test-clean	final	num_words	40.0
wer	mean	libri	100.0	8.0	test-clean	final	num_words	1314.4
wer	std	libri	100.0	8.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	100.0	8.0	test-clean	final	num_words	960.0
wer	25%	libri	100.0	8.0	test-clean	final	num_words	1239.25
wer	50%	libri	100.0	8.0	test-clean	final	num_words	1299.5
wer	75%	libri	100.0	8.0	test-clean	final	num_words	1413.25
wer	max	libri	100.0	8.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	0.5	ood	final	num_words	2958.0
wer	mean	libri	10.0	0.5	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	0.5	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	0.5	ood	final	num_words	3.0
wer	25%	libri	10.0	0.5	ood	final	num_words	7.0
wer	50%	libri	10.0	0.5	ood	final	num_words	11.0
wer	75%	libri	10.0	0.5	ood	final	num_words	14.0
wer	max	libri	10.0	0.5	ood	final	num_words	387.0
wer	count	libri	1.0	0.0	dev-clean	final	num_words	40.0
wer	mean	libri	1.0	0.0	dev-clean	final	num_words	1360.05
wer	std	libri	1.0	0.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	1.0	0.0	dev-clean	final	num_words	1137.0
wer	25%	libri	1.0	0.0	dev-clean	final	num_words	1255.5
wer	50%	libri	1.0	0.0	dev-clean	final	num_words	1373.5
wer	75%	libri	1.0	0.0	dev-clean	final	num_words	1469.5
wer	max	libri	1.0	0.0	dev-clean	final	num_words	1625.0
wer	count	libri	100.0	0.5	dev-clean	final	num_words	40.0
wer	mean	libri	100.0	0.5	dev-clean	final	num_words	1360.05
wer	std	libri	100.0	0.5	dev-clean	final	num_words	141.1000645114247
wer	min	libri	100.0	0.5	dev-clean	final	num_words	1137.0
wer	25%	libri	100.0	0.5	dev-clean	final	num_words	1255.5
wer	50%	libri	100.0	0.5	dev-clean	final	num_words	1373.5
wer	75%	libri	100.0	0.5	dev-clean	final	num_words	1469.5
wer	max	libri	100.0	0.5	dev-clean	final	num_words	1625.0
wer	count	libri	100.0	0.0	ood	final	num_words	2958.0
wer	mean	libri	100.0	0.0	ood	final	num_words	13.08215010141988
wer	std	libri	100.0	0.0	ood	final	num_words	15.769937083974614
wer	min	libri	100.0	0.0	ood	final	num_words	3.0
wer	25%	libri	100.0	0.0	ood	final	num_words	7.0
wer	50%	libri	100.0	0.0	ood	final	num_words	11.0
wer	75%	libri	100.0	0.0	ood	final	num_words	14.0
wer	max	libri	100.0	0.0	ood	final	num_words	387.0
wer	count	libri	10.0	2.0	test-clean	final	num_words	40.0
wer	mean	libri	10.0	2.0	test-clean	final	num_words	1314.4
wer	std	libri	10.0	2.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	10.0	2.0	test-clean	final	num_words	960.0
wer	25%	libri	10.0	2.0	test-clean	final	num_words	1239.25
wer	50%	libri	10.0	2.0	test-clean	final	num_words	1299.5
wer	75%	libri	10.0	2.0	test-clean	final	num_words	1413.25
wer	max	libri	10.0	2.0	test-clean	final	num_words	1670.0
wer	count	libri	100.0	-1.0	dev-clean	final	num_words	40.0
wer	mean	libri	100.0	-1.0	dev-clean	final	num_words	1360.05
wer	std	libri	100.0	-1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	100.0	-1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	100.0	-1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	100.0	-1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	100.0	-1.0	dev-clean	final	num_words	1469.5
wer	max	libri	100.0	-1.0	dev-clean	final	num_words	1625.0
wer	count	libri	1.0	2.0	ood	final	num_words	2958.0
wer	mean	libri	1.0	2.0	ood	final	num_words	13.08215010141988
wer	std	libri	1.0	2.0	ood	final	num_words	15.769937083974614
wer	min	libri	1.0	2.0	ood	final	num_words	3.0
wer	25%	libri	1.0	2.0	ood	final	num_words	7.0
wer	50%	libri	1.0	2.0	ood	final	num_words	11.0
wer	75%	libri	1.0	2.0	ood	final	num_words	14.0
wer	max	libri	1.0	2.0	ood	final	num_words	387.0
wer	count	libri	10.0	0.0	ood	final	num_words	2958.0
wer	mean	libri	10.0	0.0	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	0.0	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	0.0	ood	final	num_words	3.0
wer	25%	libri	10.0	0.0	ood	final	num_words	7.0
wer	50%	libri	10.0	0.0	ood	final	num_words	11.0
wer	75%	libri	10.0	0.0	ood	final	num_words	14.0
wer	max	libri	10.0	0.0	ood	final	num_words	387.0
wer	count	libri	100.0	0.5	ood	final	num_words	2958.0
wer	mean	libri	100.0	0.5	ood	final	num_words	13.08215010141988
wer	std	libri	100.0	0.5	ood	final	num_words	15.769937083974614
wer	min	libri	100.0	0.5	ood	final	num_words	3.0
wer	25%	libri	100.0	0.5	ood	final	num_words	7.0
wer	50%	libri	100.0	0.5	ood	final	num_words	11.0
wer	75%	libri	100.0	0.5	ood	final	num_words	14.0
wer	max	libri	100.0	0.5	ood	final	num_words	387.0
wer	count	libri	100.0	0.0	test-clean	final	num_words	40.0
wer	mean	libri	100.0	0.0	test-clean	final	num_words	1314.4
wer	std	libri	100.0	0.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	100.0	0.0	test-clean	final	num_words	960.0
wer	25%	libri	100.0	0.0	test-clean	final	num_words	1239.25
wer	50%	libri	100.0	0.0	test-clean	final	num_words	1299.5
wer	75%	libri	100.0	0.0	test-clean	final	num_words	1413.25
wer	max	libri	100.0	0.0	test-clean	final	num_words	1670.0
wer	count	libri	10.0	-1.0	ood	final	num_words	2958.0
wer	mean	libri	10.0	-1.0	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	-1.0	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	-1.0	ood	final	num_words	3.0
wer	25%	libri	10.0	-1.0	ood	final	num_words	7.0
wer	50%	libri	10.0	-1.0	ood	final	num_words	11.0
wer	75%	libri	10.0	-1.0	ood	final	num_words	14.0
wer	max	libri	10.0	-1.0	ood	final	num_words	387.0
wer	count	libri	1.0	2.0	dev-clean	final	num_words	40.0
wer	mean	libri	1.0	2.0	dev-clean	final	num_words	1360.05
wer	std	libri	1.0	2.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	1.0	2.0	dev-clean	final	num_words	1137.0
wer	25%	libri	1.0	2.0	dev-clean	final	num_words	1255.5
wer	50%	libri	1.0	2.0	dev-clean	final	num_words	1373.5
wer	75%	libri	1.0	2.0	dev-clean	final	num_words	1469.5
wer	max	libri	1.0	2.0	dev-clean	final	num_words	1625.0
wer	count	libri	0.1	0.0	test-clean	final	num_words	40.0
wer	mean	libri	0.1	0.0	test-clean	final	num_words	1314.4
wer	std	libri	0.1	0.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	0.1	0.0	test-clean	final	num_words	960.0
wer	25%	libri	0.1	0.0	test-clean	final	num_words	1239.25
wer	50%	libri	0.1	0.0	test-clean	final	num_words	1299.5
wer	75%	libri	0.1	0.0	test-clean	final	num_words	1413.25
wer	max	libri	0.1	0.0	test-clean	final	num_words	1670.0
wer	count	libri	0.1	-1.0	dev-clean	final	num_words	40.0
wer	mean	libri	0.1	-1.0	dev-clean	final	num_words	1360.05
wer	std	libri	0.1	-1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	0.1	-1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	0.1	-1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	0.1	-1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	0.1	-1.0	dev-clean	final	num_words	1469.5
wer	max	libri	0.1	-1.0	dev-clean	final	num_words	1625.0
wer	count	libri	10.0	8.0	ood	final	num_words	2958.0
wer	mean	libri	10.0	8.0	ood	final	num_words	13.08215010141988
wer	std	libri	10.0	8.0	ood	final	num_words	15.769937083974614
wer	min	libri	10.0	8.0	ood	final	num_words	3.0
wer	25%	libri	10.0	8.0	ood	final	num_words	7.0
wer	50%	libri	10.0	8.0	ood	final	num_words	11.0
wer	75%	libri	10.0	8.0	ood	final	num_words	14.0
wer	max	libri	10.0	8.0	ood	final	num_words	387.0
wer	count	libri	0.1	2.0	dev-clean	final	num_words	40.0
wer	mean	libri	0.1	2.0	dev-clean	final	num_words	1360.05
wer	std	libri	0.1	2.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	0.1	2.0	dev-clean	final	num_words	1137.0
wer	25%	libri	0.1	2.0	dev-clean	final	num_words	1255.5
wer	50%	libri	0.1	2.0	dev-clean	final	num_words	1373.5
wer	75%	libri	0.1	2.0	dev-clean	final	num_words	1469.5
wer	max	libri	0.1	2.0	dev-clean	final	num_words	1625.0
wer	count	libri	1.0	0.5	ood	final	num_words	2958.0
wer	mean	libri	1.0	0.5	ood	final	num_words	13.08215010141988
wer	std	libri	1.0	0.5	ood	final	num_words	15.769937083974614
wer	min	libri	1.0	0.5	ood	final	num_words	3.0
wer	25%	libri	1.0	0.5	ood	final	num_words	7.0
wer	50%	libri	1.0	0.5	ood	final	num_words	11.0
wer	75%	libri	1.0	0.5	ood	final	num_words	14.0
wer	max	libri	1.0	0.5	ood	final	num_words	387.0
wer	count	libri	1.0	0.0	test-clean	final	num_words	40.0
wer	mean	libri	1.0	0.0	test-clean	final	num_words	1314.4
wer	std	libri	1.0	0.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	1.0	0.0	test-clean	final	num_words	960.0
wer	25%	libri	1.0	0.0	test-clean	final	num_words	1239.25
wer	50%	libri	1.0	0.0	test-clean	final	num_words	1299.5
wer	75%	libri	1.0	0.0	test-clean	final	num_words	1413.25
wer	max	libri	1.0	0.0	test-clean	final	num_words	1670.0
wer	count	libri	100.0	1.0	test-clean	final	num_words	40.0
wer	mean	libri	100.0	1.0	test-clean	final	num_words	1314.4
wer	std	libri	100.0	1.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	100.0	1.0	test-clean	final	num_words	960.0
wer	25%	libri	100.0	1.0	test-clean	final	num_words	1239.25
wer	50%	libri	100.0	1.0	test-clean	final	num_words	1299.5
wer	75%	libri	100.0	1.0	test-clean	final	num_words	1413.25
wer	max	libri	100.0	1.0	test-clean	final	num_words	1670.0
wer	count	libri	100.0	-1.0	ood	final	num_words	2958.0
wer	mean	libri	100.0	-1.0	ood	final	num_words	13.08215010141988
wer	std	libri	100.0	-1.0	ood	final	num_words	15.769937083974614
wer	min	libri	100.0	-1.0	ood	final	num_words	3.0
wer	25%	libri	100.0	-1.0	ood	final	num_words	7.0
wer	50%	libri	100.0	-1.0	ood	final	num_words	11.0
wer	75%	libri	100.0	-1.0	ood	final	num_words	14.0
wer	max	libri	100.0	-1.0	ood	final	num_words	387.0
wer	count	libri	10.0	-1.0	dev-clean	final	num_words	40.0
wer	mean	libri	10.0	-1.0	dev-clean	final	num_words	1360.05
wer	std	libri	10.0	-1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	10.0	-1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	10.0	-1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	10.0	-1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	10.0	-1.0	dev-clean	final	num_words	1469.5
wer	max	libri	10.0	-1.0	dev-clean	final	num_words	1625.0
wer	count	libri	10.0	0.0	ood	extended	num_words	2958.0
wer	mean	libri	10.0	0.0	ood	extended	num_words	13.08215010141988
wer	std	libri	10.0	0.0	ood	extended	num_words	15.769937083974614
wer	min	libri	10.0	0.0	ood	extended	num_words	3.0
wer	25%	libri	10.0	0.0	ood	extended	num_words	7.0
wer	50%	libri	10.0	0.0	ood	extended	num_words	11.0
wer	75%	libri	10.0	0.0	ood	extended	num_words	14.0
wer	max	libri	10.0	0.0	ood	extended	num_words	387.0
wer	count	libri	1.0	-1.0	test-clean	final	num_words	40.0
wer	mean	libri	1.0	-1.0	test-clean	final	num_words	1314.4
wer	std	libri	1.0	-1.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	1.0	-1.0	test-clean	final	num_words	960.0
wer	25%	libri	1.0	-1.0	test-clean	final	num_words	1239.25
wer	50%	libri	1.0	-1.0	test-clean	final	num_words	1299.5
wer	75%	libri	1.0	-1.0	test-clean	final	num_words	1413.25
wer	max	libri	1.0	-1.0	test-clean	final	num_words	1670.0
wer	count	libri	1.0	8.0	ood	final	num_words	2958.0
wer	mean	libri	1.0	8.0	ood	final	num_words	13.08215010141988
wer	std	libri	1.0	8.0	ood	final	num_words	15.769937083974614
wer	min	libri	1.0	8.0	ood	final	num_words	3.0
wer	25%	libri	1.0	8.0	ood	final	num_words	7.0
wer	50%	libri	1.0	8.0	ood	final	num_words	11.0
wer	75%	libri	1.0	8.0	ood	final	num_words	14.0
wer	max	libri	1.0	8.0	ood	final	num_words	387.0
wer	count	libri	1.0	8.0	dev-clean	final	num_words	40.0
wer	mean	libri	1.0	8.0	dev-clean	final	num_words	1360.05
wer	std	libri	1.0	8.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	1.0	8.0	dev-clean	final	num_words	1137.0
wer	25%	libri	1.0	8.0	dev-clean	final	num_words	1255.5
wer	50%	libri	1.0	8.0	dev-clean	final	num_words	1373.5
wer	75%	libri	1.0	8.0	dev-clean	final	num_words	1469.5
wer	max	libri	1.0	8.0	dev-clean	final	num_words	1625.0
wer	count	libri	100.0	8.0	dev-clean	final	num_words	40.0
wer	mean	libri	100.0	8.0	dev-clean	final	num_words	1360.05
wer	std	libri	100.0	8.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	100.0	8.0	dev-clean	final	num_words	1137.0
wer	25%	libri	100.0	8.0	dev-clean	final	num_words	1255.5
wer	50%	libri	100.0	8.0	dev-clean	final	num_words	1373.5
wer	75%	libri	100.0	8.0	dev-clean	final	num_words	1469.5
wer	max	libri	100.0	8.0	dev-clean	final	num_words	1625.0
wer	count	libri	100.0	1.0	dev-clean	final	num_words	40.0
wer	mean	libri	100.0	1.0	dev-clean	final	num_words	1360.05
wer	std	libri	100.0	1.0	dev-clean	final	num_words	141.1000645114247
wer	min	libri	100.0	1.0	dev-clean	final	num_words	1137.0
wer	25%	libri	100.0	1.0	dev-clean	final	num_words	1255.5
wer	50%	libri	100.0	1.0	dev-clean	final	num_words	1373.5
wer	75%	libri	100.0	1.0	dev-clean	final	num_words	1469.5
wer	max	libri	100.0	1.0	dev-clean	final	num_words	1625.0
wer	count	libri	0.1	8.0	test-clean	final	num_words	40.0
wer	mean	libri	0.1	8.0	test-clean	final	num_words	1314.4
wer	std	libri	0.1	8.0	test-clean	final	num_words	149.85339844541735
wer	min	libri	0.1	8.0	test-clean	final	num_words	960.0
wer	25%	libri	0.1	8.0	test-clean	final	num_words	1239.25
wer	50%	libri	0.1	8.0	test-clean	final	num_words	1299.5
wer	75%	libri	0.1	8.0	test-clean	final	num_words	1413.25
wer	max	libri	0.1	8.0	test-clean	final	num_words	1670.0
